ubigeo,departamento,provincia,distrito,organizacion_politica,cargo,nombres,apellido_paterno,apellido_materno,sexo
040505,AREQUIPA,CASTILLA,CHILCAYMARCA,AREQUIPA RENACE,REGIDOR DISTRITAL,OSCAR POMPEO,VARGAS,PUMATANCA,M
040505,AREQUIPA,CASTILLA,CHILCAYMARCA,AREQUIPA RENACE,REGIDOR DISTRITAL,YESENIA GABRIELA,TAIPE,TACO,F
040505,AREQUIPA,CASTILLA,CHILCAYMARCA,ACCION POPULAR,ALCALDE DISTRITAL,MIGUEL,QUISCA,OTAZU,M
040505,AREQUIPA,CASTILLA,CHILCAYMARCA,ACCION POPULAR,REGIDOR DISTRITAL,EULOGIO FELIPE,CRUZ,CACERES,M
040505,AREQUIPA,CASTILLA,CHILCAYMARCA,ACCION POPULAR,REGIDOR DISTRITAL,AGUSTINA CRISTINA,PURHUAYA,LUPINTA,F
040505,AREQUIPA,CASTILLA,CHILCAYMARCA,ACCION POPULAR,REGIDOR DISTRITAL,ALEJANDRO,YANCAPALLO,ARONE,M
040505,AREQUIPA,CASTILLA,CHILCAYMARCA,ACCION POPULAR,REGIDOR DISTRITAL,LUISA PETRONILA,YANCAPALLO,GOMOCIO,F
040505,AREQUIPA,CASTILLA,CHILCAYMARCA,ACCION POPULAR,REGIDOR DISTRITAL,DIONICIO LEODAN,UMAÑA,CONDORCAHUANA,M
040505,AREQUIPA,CASTILLA,CHILCAYMARCA,VAMOS AREQUIPA,ALCALDE DISTRITAL,HIBAR SIMON TACO,DEL,CARPIO,M
040505,AREQUIPA,CASTILLA,CHILCAYMARCA,VAMOS AREQUIPA,REGIDOR DISTRITAL,SALOMON PLINIO,LLAZA,HUAMANI,M
040505,AREQUIPA,CASTILLA,CHILCAYMARCA,VAMOS AREQUIPA,REGIDOR DISTRITAL,PIEDAD ANGELICA,CRUZ,AMADO,F
040505,AREQUIPA,CASTILLA,CHILCAYMARCA,VAMOS AREQUIPA,REGIDOR DISTRITAL,GUSTAVO GREGORIO,DELGADO,HUISACAYNA,M
040505,AREQUIPA,CASTILLA,CHILCAYMARCA,VAMOS AREQUIPA,REGIDOR DISTRITAL,VICTOR IGNACIO,QUILLUYA,CONDORCAHUANA,M
040505,AREQUIPA,CASTILLA,CHILCAYMARCA,VAMOS AREQUIPA,REGIDOR DISTRITAL,NELIDA,VALERO,CONDORI,F
040506,AREQUIPA,CASTILLA,CHOCO,JUNTOS POR EL DESARROLLO DE AREQUIPA,ALCALDE DISTRITAL,JESUS EUGENIO,ARAGON,PIZARRO,M
040506,AREQUIPA,CASTILLA,CHOCO,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,BENJAMIN DOROTEO,CHURA,ARAGON,M
040506,AREQUIPA,CASTILLA,CHOCO,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,DEMETRIO HONORATO,GONZALES,AGUIRRE,M
040506,AREQUIPA,CASTILLA,CHOCO,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,DINA CEFERINA,PIZARRO,GOMOCIO,F
040506,AREQUIPA,CASTILLA,CHOCO,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,SIMON HILARIO,ALCASIHUINCHA,QUISPE,M
040506,AREQUIPA,CASTILLA,CHOCO,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,YESENIA EVELYN,VILCAPE,CHURA,F
040506,AREQUIPA,CASTILLA,CHOCO,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,ROMULO SIMON,LASTARRIA,QUICAÑA,M
040506,AREQUIPA,CASTILLA,CHOCO,PARTIDO POPULAR CRISTIANO - PPC,REGIDOR DISTRITAL,ROLANDO MARIO,ZEBALLOS,TAMAYO,M
040506,AREQUIPA,CASTILLA,CHOCO,PARTIDO POPULAR CRISTIANO - PPC,REGIDOR DISTRITAL,SAMUEL,CCAMA,ARMOTO,M
040506,AREQUIPA,CASTILLA,CHOCO,PARTIDO POPULAR CRISTIANO - PPC,REGIDOR DISTRITAL,OLALIA NANCY,PIZARRO,LUPACA,F
040506,AREQUIPA,CASTILLA,CHOCO,PARTIDO POPULAR CRISTIANO - PPC,REGIDOR DISTRITAL,JULIO PRIMITIVO,MOROCHARA,ALCASIHUINCHA,M
040506,AREQUIPA,CASTILLA,CHOCO,PARTIDO POPULAR CRISTIANO - PPC,REGIDOR DISTRITAL,FLORA HONORATA,VILCAPE,CHUQUICONDO,F
040506,AREQUIPA,CASTILLA,CHOCO,VAMOS AREQUIPA,ALCALDE DISTRITAL,CELIS SERAPIO,LAZARO,BLANCO,M
040506,AREQUIPA,CASTILLA,CHOCO,VAMOS AREQUIPA,REGIDOR DISTRITAL,ELIAS FELIX,CCASA,MENDOZA,M
040506,AREQUIPA,CASTILLA,CHOCO,VAMOS AREQUIPA,REGIDOR DISTRITAL,PIO ANGEL,CHUQUICONDO,VILCAPE,M
040506,AREQUIPA,CASTILLA,CHOCO,VAMOS AREQUIPA,REGIDOR DISTRITAL,MARTA PATRUNA,QUISPE,MENDOZA,F
040506,AREQUIPA,CASTILLA,CHOCO,VAMOS AREQUIPA,REGIDOR DISTRITAL,TIMOTEO TEOFILO,CARPIO,NEYRA,M
040506,AREQUIPA,CASTILLA,CHOCO,VAMOS AREQUIPA,REGIDOR DISTRITAL,FLORENTINA MIRTHA DE LA,CRUZ,VALDEZ,F
040506,AREQUIPA,CASTILLA,CHOCO,FUERZA AREQUIPEÑA,ALCALDE DISTRITAL,ERNESTO CEFERINO,PIZARRO,COLLADO,M
040506,AREQUIPA,CASTILLA,CHOCO,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,CIRILO GUILLERMO,PIZARRO,ALVARADO,M
040506,AREQUIPA,CASTILLA,CHOCO,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,ROMULO JOSE,CHUQUICONDO,VILCAPE,M
040506,AREQUIPA,CASTILLA,CHOCO,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,GABRIEL,QUICAÑA,LUPACA,M
040506,AREQUIPA,CASTILLA,CHOCO,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,FLORA CARMEN,QUICAÑA,CONDORI,F
040506,AREQUIPA,CASTILLA,CHOCO,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,LAURA,ARRISUEÑO,ALA,F
040506,AREQUIPA,CASTILLA,CHOCO,"AREQUIPA, TRADICION Y FUTURO",ALCALDE DISTRITAL,TRIFONIO LUCAS,ARAGON,LUPACA,M
040506,AREQUIPA,CASTILLA,CHOCO,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,FROILAN,ZANCA,TOMAYO,M
040506,AREQUIPA,CASTILLA,CHOCO,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,ELADIO,CHUQUICONDO,VILCAPE,M
040506,AREQUIPA,CASTILLA,CHOCO,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,GREGORIO EDGAR,VALDEZ,CABANA,M
040506,AREQUIPA,CASTILLA,CHOCO,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,ELICEA,GUERRA,AGUIRRE,F
040506,AREQUIPA,CASTILLA,CHOCO,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,MIRIAM ROSA,VILCAPE,QUICAÑA,F
040507,AREQUIPA,CASTILLA,HUANCARQUI,JUNTOS POR EL DESARROLLO DE AREQUIPA,ALCALDE DISTRITAL,JONY MAMPARI,CARDENAS,URQUIZO,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,MIPSSY,MARTINEZ,SANCHEZ,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,PEDRO LUIS,LAGUNA,VELAZCO,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,NICOLAS DEMETRIO,URDAY,HUAMANI,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,MARILED,CAMARGO,PEREZ,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,KARINA EDITH,MEDINA,PACHAO,F
040507,AREQUIPA,CASTILLA,HUANCARQUI,FUERZA AREQUIPEÑA,ALCALDE DISTRITAL,FLAVIO ANTONIO,MARTINEZ,MARTINEZ,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,ALEJANDRO JOSE,MENDOZA,FLORES,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,JOSEFINA MAICA CARPIO,DE,SALINAS,F
040507,AREQUIPA,CASTILLA,HUANCARQUI,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,PEDRO JUAN,DAVILA,ZUÑIGA,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,ROXANA NATHALI,VELAZCO,CHARUN,F
040507,AREQUIPA,CASTILLA,HUANCARQUI,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,ANGELICA YLDA,ZUÑIGA,RIVERA,F
040507,AREQUIPA,CASTILLA,HUANCARQUI,AREQUIPA RENACE,ALCALDE DISTRITAL,FREDY HERNAN,FUENTES,GUTIERREZ,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,AREQUIPA RENACE,REGIDOR DISTRITAL,BRAULIO JAVIER,VELAZCO,CHIRINOS,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,AREQUIPA RENACE,REGIDOR DISTRITAL,EFRAIN EMILIANO,SALINAS,CARDENAS,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,AREQUIPA RENACE,REGIDOR DISTRITAL,CESAR ANTONIO,ZUNIGA,RIVERA,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,AREQUIPA RENACE,REGIDOR DISTRITAL,MILAGROS JESSICA,CASANI,ESTEBA,F
040507,AREQUIPA,CASTILLA,HUANCARQUI,AREQUIPA RENACE,REGIDOR DISTRITAL,DAYANA MIRELLA,MELENDREZ,ARIAS,F
040507,AREQUIPA,CASTILLA,HUANCARQUI,VAMOS PERU,ALCALDE DISTRITAL,MARCOS ROGUER,PRIETO,ZUÑIGA,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,VAMOS PERU,REGIDOR DISTRITAL,JAMES HENRRY,VELAZCO,MORAN,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,VAMOS PERU,REGIDOR DISTRITAL,TERESA ROCIO,PACCHA,CORNEJO,F
040507,AREQUIPA,CASTILLA,HUANCARQUI,VAMOS PERU,REGIDOR DISTRITAL,JULIO WALTER DE LA,CRUZ,CAZANI,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,VAMOS PERU,REGIDOR DISTRITAL,KATHERINE GRACIELA,HUAMANI,AQUINO,F
040507,AREQUIPA,CASTILLA,HUANCARQUI,VAMOS PERU,REGIDOR DISTRITAL,OSBALDO GUILLERMO,RIVEROS,ZUNIGA,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,"AREQUIPA, TRADICION Y FUTURO",ALCALDE DISTRITAL,CESAR EDGARDO,GUTIERREZ,MARTINEZ,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,CLEMENTE MARCELINO,MORON,ZUÑIGA,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,MARGARITA PIEDAD,DIAZ,FLORES,F
040507,AREQUIPA,CASTILLA,HUANCARQUI,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,OSWALDO ALEJANDRO,GUTIERREZ,MENDOZA,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,RAYMUNDO EDUARDO,VELAZCO,MARTINEZ,M
040507,AREQUIPA,CASTILLA,HUANCARQUI,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,ARACELIS KATHERINE,DAVILA,GUTIERREZ,F
040508,AREQUIPA,CASTILLA,MACHAGUAY,FUERZA AREQUIPEÑA,ALCALDE DISTRITAL,FLAVIO REYNALDO,TACO,SILVA,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,MABEL GIOVANNA,CACERES,CANO,F
040508,AREQUIPA,CASTILLA,MACHAGUAY,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,VICENTE HERMOGENES,CHUQUICAÑA,ANCO,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,RICHARD MARIO,PACHAO,AUQUILLA,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,LILIANA ROSA,LLAZA,CALACHUA,F
040508,AREQUIPA,CASTILLA,MACHAGUAY,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,EBERT EFRAIN,GARCIA,CHUQUICAÑA,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,DEMOCRACIA DIRECTA,ALCALDE DISTRITAL,JOSE MIGUEL,CACERES,MOLLO,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,DEMOCRACIA DIRECTA,REGIDOR DISTRITAL,ROCIO GLENDY,ZUÑIGA,MINAYA,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,DEMOCRACIA DIRECTA,REGIDOR DISTRITAL,FRANCISCA MARTA,TINTAYA,CONDO,F
040508,AREQUIPA,CASTILLA,MACHAGUAY,DEMOCRACIA DIRECTA,REGIDOR DISTRITAL,JUNIOR LEONEL DEL,CARPIO,YANA,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,DEMOCRACIA DIRECTA,REGIDOR DISTRITAL,FIDEL,PUMA,MERMA,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,DEMOCRACIA DIRECTA,REGIDOR DISTRITAL,ROSARIO MAXIMO,GASPAR,HUAMANI,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,"AREQUIPA, TRADICION Y FUTURO",ALCALDE DISTRITAL,PABLO AMET,CARPIO,VIZCARRA,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,MARCELINA,ZUÑIGA,HUAMANI,F
040508,AREQUIPA,CASTILLA,MACHAGUAY,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,FELICITAS RUFINA LLAZA,DE,YANA,F
040508,AREQUIPA,CASTILLA,MACHAGUAY,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,LUIS REY,CONTRERAS,HINOJOSA,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,ANA MARIA,PACHAO,PATIÑO,F
040508,AREQUIPA,CASTILLA,MACHAGUAY,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,WILDIN PAUL,HUAMANI,CHOQUE,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,ALIANZA PARA EL PROGRESO DE AREQUIPA,ALCALDE DISTRITAL,JERONIMO SALOMON MINAYA,DEL,CARPIO,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,ALIANZA PARA EL PROGRESO DE AREQUIPA,REGIDOR DISTRITAL,RAUL ELISBAN,ANCO,PACHAO,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,ALIANZA PARA EL PROGRESO DE AREQUIPA,REGIDOR DISTRITAL,HECTOR WILLAN,PUMA,MAMANI,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,ALIANZA PARA EL PROGRESO DE AREQUIPA,REGIDOR DISTRITAL,EDGAR ASUNCION,HUAMANI,MEDINA,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,ALIANZA PARA EL PROGRESO DE AREQUIPA,REGIDOR DISTRITAL,DOMINGA LIDIA,CHAUPI,ANCO,F
040508,AREQUIPA,CASTILLA,MACHAGUAY,ALIANZA PARA EL PROGRESO DE AREQUIPA,REGIDOR DISTRITAL,LUZ ROSMERI,CHARCA,MOLLO,F
040508,AREQUIPA,CASTILLA,MACHAGUAY,JUNTOS POR EL DESARROLLO DE AREQUIPA,ALCALDE DISTRITAL,ZOILA SOCORRO,VALDEZ,CHAUPI,F
040508,AREQUIPA,CASTILLA,MACHAGUAY,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,FELIX SERAFIN,PACHAO,CONDORI,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,HERMOGENES SEGUNDO,VERA,RIVERA,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,JULIA SABINA,CHOQUE,TACO,F
040508,AREQUIPA,CASTILLA,MACHAGUAY,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,YERALDINA MAGALI,CONTRERAS,ABARCA,F
040508,AREQUIPA,CASTILLA,MACHAGUAY,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,DANIEL PRAXIDES,MOLLO,PACHAO,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,AREQUIPA RENACE,ALCALDE DISTRITAL,FERMIN NICACIO,CHUQUICAÑA,RAMOS,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,AREQUIPA RENACE,REGIDOR DISTRITAL,ELSA FLORENCIA RIVERA,DE,MINAYA,F
040508,AREQUIPA,CASTILLA,MACHAGUAY,AREQUIPA RENACE,REGIDOR DISTRITAL,CLEYDI TATIANA,CONTRERAS,HUANCA,F
040508,AREQUIPA,CASTILLA,MACHAGUAY,AREQUIPA RENACE,REGIDOR DISTRITAL,JUAN JULIAN,PACHAO,ANCO,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,AREQUIPA RENACE,REGIDOR DISTRITAL,JUAN DE DIOS,MINAYA,HUAYNA,M
040508,AREQUIPA,CASTILLA,MACHAGUAY,AREQUIPA RENACE,REGIDOR DISTRITAL,ISMENA LORENZA,CONDORI,ANCO,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,FUERZA AREQUIPEÑA,ALCALDE DISTRITAL,AURELIO NICOLAS,VILCA,GIRALDO,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,ABDOL,YANCAPALLO,MAMANI,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,OLGA BEATRIZ,QUILLUYA,FLORES,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,LEONARDO CEVERO,YANA,MERMA,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,REYNA EUGENIA,FERIA,YAÑEZ,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,ANA ROXANA,HUANCOLLO,HILACHOQUE,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,ALCALDE DISTRITAL,JUAN CARLOS,LLERENA,HUAMANI,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,REGIDOR DISTRITAL,SILVERIO,CASPARA,USKA,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,REGIDOR DISTRITAL,JORGE LUIS,ALVAREZ,QUINTANA,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,REGIDOR DISTRITAL,WILLY CARMELO,TAYA,YANCAPALLO,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,REGIDOR DISTRITAL,DIANA ELIZABETH,VILCA,TAYPE,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,REGIDOR DISTRITAL,VICTORIA,SANCHEZ,VILCA,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,JUNTOS POR EL DESARROLLO DE AREQUIPA,ALCALDE DISTRITAL,VIANNY BUENAVENTURA,SANCA,CHOQUENAIRA,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,JAIME,PILCO,PACO,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,GODOFREDO WALTER,HUAMANI,HUAMANI,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,GUZMAN NICANOR,HUAMANI,YANA,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,JULIA MODESTA,VERA,GUERRA,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,JUNTOS POR EL DESARROLLO DE AREQUIPA,REGIDOR DISTRITAL,VERONICA,MARIN,PATIÑO,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,AREQUIPA RENACE,ALCALDE DISTRITAL,ESCOLASTICO,CHUQUITOMA,MOLLOCAHUANA,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,AREQUIPA RENACE,REGIDOR DISTRITAL,CIRILO,VERA,SANA,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,AREQUIPA RENACE,REGIDOR DISTRITAL,CANDY MAGGY,RAMOS,GUERRA,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,AREQUIPA RENACE,REGIDOR DISTRITAL,ANGEL,LLACHO,ESCARZA,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,AREQUIPA RENACE,REGIDOR DISTRITAL,JOSEFINA EUFEMIA SILVA,DE,CONDO,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,AREQUIPA RENACE,REGIDOR DISTRITAL,FANNY PAULINA,SANA,QUISPE,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,ALIANZA PARA EL PROGRESO DE AREQUIPA,ALCALDE DISTRITAL,FABIANA MARTHA,QUISPE,VILCAPE,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,ALIANZA PARA EL PROGRESO DE AREQUIPA,REGIDOR DISTRITAL,RAFAEL,OCORURO,VILLALTA,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,ALIANZA PARA EL PROGRESO DE AREQUIPA,REGIDOR DISTRITAL,LUCIA ISABEL,FERNANDEZ,HERENCIA,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,ALIANZA PARA EL PROGRESO DE AREQUIPA,REGIDOR DISTRITAL,ISAIAS,YANA,MAMANI,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,ALIANZA PARA EL PROGRESO DE AREQUIPA,REGIDOR DISTRITAL,PAULINA RUMALDINA,QUINTANA,RAMOS,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,ALIANZA PARA EL PROGRESO DE AREQUIPA,REGIDOR DISTRITAL,DANIEL EZEQUIEL,QUINTANA,CASALI,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,VAMOS AREQUIPA,ALCALDE DISTRITAL,JOSE JULIAN,CASTRO,HUAYHUA,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,VAMOS AREQUIPA,REGIDOR DISTRITAL,ALBERTO,CHOQUEHUANCA,HUAMANI,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,VAMOS AREQUIPA,REGIDOR DISTRITAL,MARTA,YANA,YAÑEZ,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,VAMOS AREQUIPA,REGIDOR DISTRITAL,FRANCISCO GUILLERMO,PATIÑO,YAULLI,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,VAMOS AREQUIPA,REGIDOR DISTRITAL,YESENIA YANETH,CUEVA,LOAYZA,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,VAMOS AREQUIPA,REGIDOR DISTRITAL,JHON DANIEL,YANA,UMAÑA,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,ACCION POPULAR,ALCALDE DISTRITAL,JOSE MARTIN,MONTES,LLERENA,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,ACCION POPULAR,REGIDOR DISTRITAL,ASENCIO HERNAN,ROJAS,COPA,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,ACCION POPULAR,REGIDOR DISTRITAL,MARIA DEL CARMEN,MONTES,TACO,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,ACCION POPULAR,REGIDOR DISTRITAL,BERNARDO GILIMON,MAMANI,MORALES,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,ACCION POPULAR,REGIDOR DISTRITAL,NILDA,QUISPE,MAMANI,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,ACCION POPULAR,REGIDOR DISTRITAL,ELVIS SALOMON,VERA,HERENCIA,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,"AREQUIPA, TRADICION Y FUTURO",ALCALDE DISTRITAL,MARTIN,VARA,FERIA,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,EFRAIN ENCARNACION,LLACHO,TORRES,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,JACINTA MARTINA,URDAY,PATIÑO,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,REYNA NILBERTA,CASTILLO,TAPIA,F
040509,AREQUIPA,CASTILLA,ORCOPAMPA,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,ESTEBAN,QUINTANA,ROJAS,M
040509,AREQUIPA,CASTILLA,ORCOPAMPA,"AREQUIPA, TRADICION Y FUTURO",REGIDOR DISTRITAL,SONIA YUDITH,YANA,YANA,F
040510,AREQUIPA,CASTILLA,PAMPACOLCA,FUERZA AREQUIPEÑA,ALCALDE DISTRITAL,GILBERTO,YAURI,YQUIAPAZA,M
040510,AREQUIPA,CASTILLA,PAMPACOLCA,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,NICANOR JESUS,RODRIGUEZ,LLAMOCA,M
040510,AREQUIPA,CASTILLA,PAMPACOLCA,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,LUCIANO AVELINO,HUACALLO,QUISPE,M
040510,AREQUIPA,CASTILLA,PAMPACOLCA,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,NENA MILAGROS,CHACALLA,CORAHUA,F
040510,AREQUIPA,CASTILLA,PAMPACOLCA,FUERZA AREQUIPEÑA,REGIDOR DISTRITAL,ENISTER,AMASIFUEN,YUYARIMA,M
