ubigeo,departamento,provincia,distrito,organizacion_politica,cargo,nombres,apellido_paterno,apellido_materno,sexo,total_votos,posicion_cedula,origen_apellido,ganador
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,HONESTIDAD Y EXPERIENCIA,ALCALDE DISTRITAL,SEBASTIAN FERNANDO,RAMIREZ,ALFARO,M,4346.0,11.0,CASTELLANO,0
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,JUNTOS POR EL SUR,ALCALDE DISTRITAL,MARIA MERCEDES,SILVA,DONAYRE,F,2969.0,12.0,CASTELLANO,0
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,FUERZA AREQUIPEÑA,ALCALDE DISTRITAL,WASHINGTON JORGE,VILLEGAS,REVILLA,M,2524.0,10.0,CASTELLANO,0
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,DECIDE,ALCALDE DISTRITAL,HUGO WELLINGTON,MUELLE,VALDEZ,M,2424.0,7.0,CASTELLANO,0
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,PAUL DAFNE,RONDON,ANDRADE,M,2356.0,2.0,CASTELLANO,0
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,JOSE LUIS,GAITAN,CORNEJO,M,1268.0,3.0,CASTELLANO,0
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JOSE MANUEL,GAMARRA,SEMINARIO,M,872.0,13.0,CASTELLANO,0
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,MARCO ANTONIO,ARROYO,RIVERA,M,,,CASTELLANO,0
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,PERU POSIBLE,ALCALDE DISTRITAL,DOMINGO BERNABE,LLOSA,BRICEÑO,M,433.0,14.0,CASTELLANO,0
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,FONAVISTAS DEL PERU,ALCALDE DISTRITAL,LUDWING,ORTEGA,CACERES,M,412.0,8.0,CASTELLANO,0
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,MARCO ANTONIO,MALAGA,ZENTENO,M,409.0,4.0,CASTELLANO,0
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,FRENTE DE MOVILIZACION SOCIAL,ALCALDE DISTRITAL,GLADYS NORMA,MEITANI,MURGUIA,F,304.0,9.0,CASTELLANO,0
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,RELY OSWALDO,MANTILLA,ROMERO,M,215.0,1.0,CASTELLANO,0
040202,AREQUIPA,CAYLLOMA,ACHOMA,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,JUAN ELOY,CONDORI,TACO,M,234.0,1.0,QUECHUA,1
040202,AREQUIPA,CAYLLOMA,ACHOMA,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,EMILIO FREDI,FLORES,VIZA,M,188.0,2.0,CASTELLANO,0
040202,AREQUIPA,CAYLLOMA,ACHOMA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JESUS MESIAS,MAMANI,MEDINA,M,115.0,5.0,AYMARA,0
040202,AREQUIPA,CAYLLOMA,ACHOMA,AREQUIPA RENACE,ALCALDE DISTRITAL,YTALIANO,APAZA,MONTES,M,75.0,3.0,AYMARA,0
040202,AREQUIPA,CAYLLOMA,ACHOMA,DECIDE,ALCALDE DISTRITAL,SAMUEL ELIAS,PUMA,MAMANI,M,51.0,4.0,QUECHUA,0
040202,AREQUIPA,CAYLLOMA,ACHOMA,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,ESTEBAN,CCAMA,SORIA,M,,,QUECHUA,0
040203,AREQUIPA,CAYLLOMA,CABANACONDE,DECIDE,ALCALDE DISTRITAL,JORGE ALFREDO,GUERRA,BERNEDO,M,434.0,4.0,CASTELLANO,1
040203,AREQUIPA,CAYLLOMA,CABANACONDE,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,RUFINO EDMUNDO,PACO,PACO,M,265.0,3.0,CASTELLANO,0
040203,AREQUIPA,CAYLLOMA,CABANACONDE,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,MARIO JESUS,MAQUE,CASTELO,M,110.0,2.0,AYMARA,0
040203,AREQUIPA,CAYLLOMA,CABANACONDE,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JULIAN GUILLERMO,CAYANI,VALCARCEL,M,108.0,5.0,CASTELLANO,0
040203,AREQUIPA,CAYLLOMA,CABANACONDE,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,RODIL NESTOR,JIMENEZ,BARRIOS,M,87.0,1.0,CASTELLANO,0
040203,AREQUIPA,CAYLLOMA,CABANACONDE,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,PATRICIO JOSE,MENDOZA,PUMA,M,,,CASTELLANO,0
040204,AREQUIPA,CAYLLOMA,CAYLLOMA,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,MARIO EDUARDO,MENA,MERCADO,M,468.0,3.0,CASTELLANO,1
040204,AREQUIPA,CAYLLOMA,CAYLLOMA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,SIMON SERAFIN,QUISPE,CHIPA,M,299.0,7.0,QUECHUA,0
040204,AREQUIPA,CAYLLOMA,CAYLLOMA,AREQUIPA RENACE,ALCALDE DISTRITAL,JUAN,DELGADO,LACACTA,M,291.0,4.0,CASTELLANO,0
040204,AREQUIPA,CAYLLOMA,CAYLLOMA,DECIDE,ALCALDE DISTRITAL,TIMOTEO,CCALACHUA,QUISPE,M,276.0,5.0,QUECHUA,0
040204,AREQUIPA,CAYLLOMA,CAYLLOMA,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,HILARIO JOSE,CHOQUEHUANCA,SONCO,M,117.0,1.0,QUECHUA,0
040204,AREQUIPA,CAYLLOMA,CAYLLOMA,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,HERNAN SIMON,CHAMPI,YNFA,M,,,CASTELLANO,0
040204,AREQUIPA,CAYLLOMA,CAYLLOMA,AREQUIPA 2010,ALCALDE DISTRITAL,FELIPE EZEQUIEL,AROTAYPE,ROSAS,M,48.0,2.0,CASTELLANO,0
040204,AREQUIPA,CAYLLOMA,CAYLLOMA,JUNTOS POR EL SUR,ALCALDE DISTRITAL,GABINO,MENA,MASCO,M,40.0,6.0,CASTELLANO,0
040205,AREQUIPA,CAYLLOMA,CALLALLI,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,ANGEL,VILCAHUAMAN,PUMA,M,326.0,3.0,QUECHUA,1
040205,AREQUIPA,CAYLLOMA,CALLALLI,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,MAXIMIANO FLORENCIO,HUAYTA,GONZALES,M,265.0,2.0,QUECHUA,0
040205,AREQUIPA,CAYLLOMA,CALLALLI,DECIDE,ALCALDE DISTRITAL,EDILBERTO RAUL,QUISPE,VILCAHUAMAN,M,238.0,4.0,QUECHUA,0
040205,AREQUIPA,CAYLLOMA,CALLALLI,FUERZA AREQUIPEÑA,ALCALDE DISTRITAL,ATANACIO FELIX,GONZALES,TACO,M,77.0,6.0,CASTELLANO,0
040205,AREQUIPA,CAYLLOMA,CALLALLI,FONAVISTAS DEL PERU,ALCALDE DISTRITAL,GREGORIO RUMAL,DELGADO,HINOJOSA,M,58.0,5.0,CASTELLANO,0
040205,AREQUIPA,CAYLLOMA,CALLALLI,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,JORGE RAUL,RAMOS,YUCRA,M,43.0,1.0,QUECHUA,0
040205,AREQUIPA,CAYLLOMA,CALLALLI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ULISES ALFREDO,GONZALES,CHECA,M,18.0,7.0,CASTELLANO,0
040206,AREQUIPA,CAYLLOMA,COPORAQUE,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,VALERIANO RUFINO,ROJAS,ROSAS,M,285.0,6.0,CASTELLANO,1
040206,AREQUIPA,CAYLLOMA,COPORAQUE,DECIDE,ALCALDE DISTRITAL,MARCOS MARCIAL,SULCA,MAMANI,M,140.0,4.0,QUECHUA,0
040206,AREQUIPA,CAYLLOMA,COPORAQUE,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,AGUSTIN PELAYO,TERAN,YAJO,M,80.0,3.0,CASTELLANO,0
040206,AREQUIPA,CAYLLOMA,COPORAQUE,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,JUAN FRANCISCO,CONDORI,VALERA,M,32.0,2.0,QUECHUA,0
040206,AREQUIPA,CAYLLOMA,COPORAQUE,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,ABDON EMIGDIO,VALDEZ,ALLASI,M,31.0,1.0,CASTELLANO,0
040206,AREQUIPA,CAYLLOMA,COPORAQUE,FRENTE DE MOVILIZACION SOCIAL,ALCALDE DISTRITAL,MARINA ALEJANDRINA,INCA,LARICO,F,23.0,5.0,QUECHUA,0
040207,AREQUIPA,CAYLLOMA,HUAMBO,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,GLENN JIMMY,BEGAZO,BEJARANO,M,173.0,2.0,CASTELLANO,1
040207,AREQUIPA,CAYLLOMA,HUAMBO,DECIDE,ALCALDE DISTRITAL,REY EDGAR ALBERTO,CAMPOS,DIAZ,M,110.0,4.0,CASTELLANO,0
040207,AREQUIPA,CAYLLOMA,HUAMBO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,EDUARDO GABRIEL,RETAMOZO,GAMA,M,49.0,6.0,CASTELLANO,0
040207,AREQUIPA,CAYLLOMA,HUAMBO,FONAVISTAS DEL PERU,ALCALDE DISTRITAL,SELEDONIO RODRIGO,GONZALES,QUISPE,M,35.0,5.0,CASTELLANO,0
040207,AREQUIPA,CAYLLOMA,HUAMBO,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,ABDUL,HUAMANI,ESCARZA,M,,,QUECHUA,0
040207,AREQUIPA,CAYLLOMA,HUAMBO,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,JOSE HILARIO,YAPO,LARICO,M,19.0,1.0,CASTELLANO,0
040207,AREQUIPA,CAYLLOMA,HUAMBO,AREQUIPA RENACE,ALCALDE DISTRITAL,CRISTOBALINA NANCY,BEJARANO,CAMPOS,F,5.0,3.0,CASTELLANO,0
040208,AREQUIPA,CAYLLOMA,HUANCA,DECIDE,ALCALDE DISTRITAL,ENRIQUE CERAFIN,GOMEZ,BEGAZO,M,339.0,3.0,CASTELLANO,1
040208,AREQUIPA,CAYLLOMA,HUANCA,AREQUIPA RENACE,ALCALDE DISTRITAL,ROSEL CAMILO,HUARCA,HUAYLLAZO,F,274.0,2.0,CASTELLANO,0
040208,AREQUIPA,CAYLLOMA,HUANCA,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,RANULFO CIRO,JARA,BEGAZO,M,198.0,1.0,CASTELLANO,0
040208,AREQUIPA,CAYLLOMA,HUANCA,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,FRANCISCO JAVIER,BEGAZO,TORRES,M,,,CASTELLANO,0
040209,AREQUIPA,CAYLLOMA,ICHUPAMPA,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,JAVIER SEBASTIAN,CHULLO,TACO,M,179.0,1.0,CASTELLANO,1
040209,AREQUIPA,CAYLLOMA,ICHUPAMPA,DECIDE,ALCALDE DISTRITAL,RENE PLACIDO,QUILLUYA,TACO,M,85.0,3.0,CASTELLANO,0
040209,AREQUIPA,CAYLLOMA,ICHUPAMPA,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,GERARDO JESUS,CCAHUI,AÑASCO,M,78.0,2.0,QUECHUA,0
040209,AREQUIPA,CAYLLOMA,ICHUPAMPA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,NEMECIO FAUSTINO,CHULLO,AYAQUE,M,33.0,4.0,CASTELLANO,0
040210,AREQUIPA,CAYLLOMA,LARI,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,GUILLERMO ELOY,ROJAS,GARCIA,M,227.0,2.0,CASTELLANO,1
040210,AREQUIPA,CAYLLOMA,LARI,DECIDE,ALCALDE DISTRITAL,CORNELIO CIPRIANO,ACHACO,SILLOCA,M,138.0,3.0,CASTELLANO,0
040210,AREQUIPA,CAYLLOMA,LARI,FRENTE DE MOVILIZACION SOCIAL,ALCALDE DISTRITAL,MIGUEL FIDENCIO,MAMANI,CANCHA,M,108.0,4.0,AYMARA,0
040210,AREQUIPA,CAYLLOMA,LARI,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,ABEL ABDON,LLALLACACHI,SILLOCA,M,63.0,1.0,QUECHUA,0
040210,AREQUIPA,CAYLLOMA,LARI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,LUIS GUILLERMO,QUISPE,MAMANI,M,35.0,5.0,QUECHUA,0
040211,AREQUIPA,CAYLLOMA,LLUTA,DECIDE,ALCALDE DISTRITAL,TEODOSIO ELIO,BEGAZO,MAICA,M,520.0,2.0,CASTELLANO,1
040211,AREQUIPA,CAYLLOMA,LLUTA,AREQUIPA RENACE,ALCALDE DISTRITAL,JORGE VICTORIANO,CHARAGUA,JACOBO,M,424.0,1.0,CASTELLANO,0
040212,AREQUIPA,CAYLLOMA,MACA,AREQUIPA RENACE,ALCALDE DISTRITAL,EDWIN,GOMEZ,GUTIERREZ,M,84.0,3.0,CASTELLANO,1
040212,AREQUIPA,CAYLLOMA,MACA,DECIDE,ALCALDE DISTRITAL,GENOBO BRUNO,CHAPI,SUYO,M,82.0,4.0,CASTELLANO,0
040212,AREQUIPA,CAYLLOMA,MACA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,SIXTO INDALECIO,ROSAS,PARI,M,58.0,1.0,CASTELLANO,0
040212,AREQUIPA,CAYLLOMA,MACA,FUERZA AREQUIPEÑA,ALCALDE DISTRITAL,MATEO FABIO,CRUZ,SUYO,M,55.0,5.0,CASTELLANO,0
040212,AREQUIPA,CAYLLOMA,MACA,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,JOSELITO EDILBERTO,CASTRO,CUEVA,M,46.0,2.0,CASTELLANO,0
040212,AREQUIPA,CAYLLOMA,MACA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,NATALIO CRISTOBAL,NINA,ANCONEYRA,M,45.0,6.0,AYMARA,0
040212,AREQUIPA,CAYLLOMA,MACA,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,JULIA LINA NINA,PABLO,DE PRADO,F,,,CASTELLANO,0
040213,AREQUIPA,CAYLLOMA,MADRIGAL,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,FLORENTINO SILVERIO,CHAVEZ,CASTRO,M,140.0,4.0,CASTELLANO,1
040213,AREQUIPA,CAYLLOMA,MADRIGAL,DECIDE,ALCALDE DISTRITAL,TOMAS CANICIO,CCAMA,PANTA,M,134.0,3.0,QUECHUA,0
040213,AREQUIPA,CAYLLOMA,MADRIGAL,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,PAUL JESUS,CAYANI,CHAVEZ,M,72.0,2.0,CASTELLANO,0
040213,AREQUIPA,CAYLLOMA,MADRIGAL,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,NICEFORO CIRILO,CONDORI,HUANQUI,M,45.0,1.0,QUECHUA,0
040214,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,BIBIANO,QUISPE,CAYLLAHUA,M,162.0,2.0,QUECHUA,1
040214,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,DECIDE,ALCALDE DISTRITAL,RAMON BAUTISTA,FLORES,APAZA,M,135.0,4.0,CASTELLANO,0
040214,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,RICARDO BENITO,TOLA,ARHUIRI,M,83.0,5.0,AYMARA,0
040214,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,PERU POSIBLE,ALCALDE DISTRITAL,DAVID NICOLAS,CHITE,CHOQUE,M,79.0,6.0,CASTELLANO,0
040214,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,ACCION POPULAR,ALCALDE DISTRITAL,RICARDO VICTOR,YERBA,HUAYLLA,M,59.0,1.0,CASTELLANO,0
040214,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,MARIO,LAZARTE,CHITE,M,55.0,3.0,CASTELLANO,0
040215,AREQUIPA,CAYLLOMA,SIBAYO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,RAUL MELITON,MAMANI,PICHA,M,231.0,4.0,AYMARA,1
040215,AREQUIPA,CAYLLOMA,SIBAYO,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,ABEL GOMER,CUTIPA,CACERES,M,183.0,2.0,AYMARA,0
040215,AREQUIPA,CAYLLOMA,SIBAYO,AREQUIPA RENACE,ALCALDE DISTRITAL,RUDID,MAMANI,CUTIPA,M,65.0,3.0,AYMARA,0
040215,AREQUIPA,CAYLLOMA,SIBAYO,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,JAIME ELARD,SUPO,MAMANI,M,36.0,1.0,AYMARA,0
040216,AREQUIPA,CAYLLOMA,TAPAY,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,CONCEPCION GUSMAN,HUACALLO,TEJADA,M,118.0,1.0,CASTELLANO,1
040216,AREQUIPA,CAYLLOMA,TAPAY,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ELMER FIDENCIO,LLICA,HUAMANI,M,106.0,4.0,CASTELLANO,0
040216,AREQUIPA,CAYLLOMA,TAPAY,DECIDE,ALCALDE DISTRITAL,EDWIN ALCIDES,TINTA,LLASACA,M,57.0,3.0,CASTELLANO,0
040216,AREQUIPA,CAYLLOMA,TAPAY,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,FILOMENA,LLICA,CAYLLAHUA,F,11.0,2.0,CASTELLANO,0
040217,AREQUIPA,CAYLLOMA,TISCO,DECIDE,ALCALDE DISTRITAL,WENCESLAO ABDON,ACHAHUI,ALMONTE,M,178.0,4.0,AYMARA,1
040217,AREQUIPA,CAYLLOMA,TISCO,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,MIGUEL ANGEL,CACERES,SAMAYANI,M,162.0,2.0,CASTELLANO,0
040217,AREQUIPA,CAYLLOMA,TISCO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,AURELIO LUDSGARDO,ESPINEL,CHOQUEANCO,M,85.0,7.0,CASTELLANO,0
040217,AREQUIPA,CAYLLOMA,TISCO,JUNTOS POR EL SUR,ALCALDE DISTRITAL,GRACIANO,VIZA,HUANCA,M,79.0,6.0,CASTELLANO,0
040217,AREQUIPA,CAYLLOMA,TISCO,ACCION POPULAR,ALCALDE DISTRITAL,FREDDY MAXIMO,SOTOMAYOR,YUCRA,M,41.0,1.0,CASTELLANO,0
040217,AREQUIPA,CAYLLOMA,TISCO,AREQUIPA RENACE,ALCALDE DISTRITAL,LUIS RICHARD,CACERES,USCAMAYTA,M,34.0,3.0,CASTELLANO,0
040217,AREQUIPA,CAYLLOMA,TISCO,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,PASTOR,MAQUE,ESPINEL,M,,,AYMARA,0
040217,AREQUIPA,CAYLLOMA,TISCO,FUERZA AREQUIPEÑA,ALCALDE DISTRITAL,JUAN FELIPE,MAQUE,MAQUE,M,19.0,5.0,AYMARA,0
040218,AREQUIPA,CAYLLOMA,TUTI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,RANULFO MARCOS,CAPIRA,MENDIVIL,M,149.0,5.0,CASTELLANO,1
040218,AREQUIPA,CAYLLOMA,TUTI,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,ALFONSO,MAMANI,QUISPE,M,101.0,3.0,AYMARA,0
040218,AREQUIPA,CAYLLOMA,TUTI,DECIDE,ALCALDE DISTRITAL,ABRAHAN ERIBERTO,VILCA,CAPIRA,M,94.0,4.0,QUECHUA,0
040218,AREQUIPA,CAYLLOMA,TUTI,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,JUAN,FLORES,SOTO,M,86.0,2.0,CASTELLANO,0
040218,AREQUIPA,CAYLLOMA,TUTI,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,SANTOS VICENTE,QUISPE,YANQUE,M,,,QUECHUA,0
040218,AREQUIPA,CAYLLOMA,TUTI,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,ESTANISLAO,CHURO,SUNI,M,50.0,1.0,CASTELLANO,0
040219,AREQUIPA,CAYLLOMA,YANQUE,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,RAMON NONATO,CAYLLAHUA,CAYLLAHUA,M,670.0,1.0,CASTELLANO,1
040219,AREQUIPA,CAYLLOMA,YANQUE,DECIDE,ALCALDE DISTRITAL,GUZMAN RUBEN,NINATAYPE,SUICO,M,368.0,2.0,CASTELLANO,0
040220,AREQUIPA,CAYLLOMA,MAJES,AREQUIPA RENACE,ALCALDE DISTRITAL,ELARD ADRIAN,HURTADO,RETAMOZO,M,6796.0,4.0,CASTELLANO,1
040220,AREQUIPA,CAYLLOMA,MAJES,DECIDE,ALCALDE DISTRITAL,VICTOR FERNANDO,HUARCA,USCA,M,4796.0,5.0,CASTELLANO,0
040220,AREQUIPA,CAYLLOMA,MAJES,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,RENEE DIONICIO,CACERES,FALLA,F,3603.0,2.0,CASTELLANO,0
040220,AREQUIPA,CAYLLOMA,MAJES,AREQUIPA AVANCEMOS,ALCALDE DISTRITAL,MOISES ERASMO,ROJAS,PACCORI,M,1911.0,3.0,CASTELLANO,0
040220,AREQUIPA,CAYLLOMA,MAJES,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,PERCY JESUS,ZUÑIGA,MEDINA,M,873.0,1.0,CASTELLANO,0
040220,AREQUIPA,CAYLLOMA,MAJES,MOVIMIENTO ETNOCACERISTA AREQUIPA,ALCALDE DISTRITAL,BENITO,HILARIO,MAMANI,M,766.0,7.0,CASTELLANO,0
040220,AREQUIPA,CAYLLOMA,MAJES,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,MERCEDES,PACHECO,MENA,F,,,CASTELLANO,0
040220,AREQUIPA,CAYLLOMA,MAJES,FRENTE DE MOVILIZACION SOCIAL,ALCALDE DISTRITAL,RICHARD LAZARO ALFREDO,AMPUERO,CACYA,M,208.0,6.0,CASTELLANO,0
040220,AREQUIPA,CAYLLOMA,MAJES,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,MARIO WILBERTO,TAPIA,VALDIVIA,M,174.0,8.0,CASTELLANO,0
040302,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,FUERZA AREQUIPEÑA,ALCALDE DISTRITAL,MARTINA ZOILA,VELIZ,LLERENA,F,879.0,4.0,CASTELLANO,1
040302,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,FRENTE CIVICO POR CAMANA,ALCALDE DISTRITAL,ELIAS RAMON JAVIER,TORRES,PASTRANA,M,720.0,3.0,CASTELLANO,0
040302,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,JULIO CESAR,DAVILA,DAVILA,M,541.0,2.0,CASTELLANO,0
040302,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,CARLOS ENRIQUE,PEÑA,JULCA,M,276.0,1.0,CASTELLANO,0
040303,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,HELARF,PORTOCARRERO,CARNERO,M,273.0,1.0,CASTELLANO,1
040303,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,FUERZA AREQUIPEÑA,ALCALDE DISTRITAL,LUIS MIGUEL,LAVA,FRANCO,M,228.0,4.0,CASTELLANO,0
040303,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,FRENTE CIVICO POR CAMANA,ALCALDE DISTRITAL,FRANCISCO RIGOBERTO,CHAUCA,CADENAS,M,45.0,3.0,CASTELLANO,0
040303,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,DECIDE,ALCALDE DISTRITAL,VICENTE ALBERTO,SIHUINTA,VELARDE,M,5.0,2.0,CASTELLANO,0
040304,AREQUIPA,CAMANA,MARISCAL CACERES,FUERZA AREQUIPEÑA,ALCALDE DISTRITAL,JAIME ISAIAS,MAMANI,ALVAREZ,M,1211.0,4.0,AYMARA,1
040304,AREQUIPA,CAMANA,MARISCAL CACERES,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,WALTER WILFREDO,CALISAYA,TRONCOSO,M,729.0,2.0,CASTELLANO,0
040304,AREQUIPA,CAMANA,MARISCAL CACERES,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,CLAUDIO AUGUSTO,LOAYZA,MARIACA,M,266.0,1.0,CASTELLANO,0
040304,AREQUIPA,CAMANA,MARISCAL CACERES,PERU POSIBLE,ALCALDE DISTRITAL,HUGO EDIN,VILCHEZ,DIAZ,M,255.0,5.0,CASTELLANO,0
040304,AREQUIPA,CAMANA,MARISCAL CACERES,AREQUIPA PRIMERO,ALCALDE DISTRITAL,PEDRO ARMANDO,QUINTO,TITO,M,89.0,3.0,CASTELLANO,0
040305,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,FUERZA AREQUIPEÑA,ALCALDE DISTRITAL,RONNY GAMANIEL,MEDRANO,RIVEROS,M,1426.0,6.0,CASTELLANO,1
040305,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,FRENTE CIVICO POR CAMANA,ALCALDE DISTRITAL,ROSA ELENA,PASTOR,MUÑOZ,F,1030.0,5.0,CASTELLANO,0
040305,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,ALIANZA POR AREQUIPA,ALCALDE DISTRITAL,FRANCISCA JUANA,RAMOS,GUEVARA,F,534.0,2.0,QUECHUA,0
040305,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,DECIDE,ALCALDE DISTRITAL,FREDI JAIME,APAZA,HUAMANI,M,307.0,4.0,AYMARA,0
040305,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,JESUS BERNARDA JUSTINA,GRADOS,DE PACHECO,M,233.0,1.0,CASTELLANO,0
040305,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,AREQUIPA PRIMERO,ALCALDE DISTRITAL,EMILIO MANUEL,DAVILA,CARAZAS,M,42.0,3.0,CASTELLANO,0
