ubigeo,departamento,provincia,distrito,organizacion_politica,cargo,nombres,apellido_paterno,apellido_materno,sexo,total_votos,posicion_cedula,origen_apellido,ganador
020409,ANCASH,CARHUAZ,SHILLA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,JHON ERIBERTO,PEÑA,LLANQUI,M,67.0,5.0,CASTELLANO,0
020410,ANCASH,CARHUAZ,TINCO,SIEMPRE UNIDOS,ALCALDE DISTRITAL,WILLIAMS JOHEL,QUITO,LEON,M,529.0,5.0,CASTELLANO,1
020410,ANCASH,CARHUAZ,TINCO,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,AGRIPINO RUSBANY,COCHACHIN,MINAYA,M,447.0,2.0,CASTELLANO,0
020410,ANCASH,CARHUAZ,TINCO,MOVIMIENTO REGIONAL ANDE - MAR,ALCALDE DISTRITAL,MAXIMO YONI,GUTIERREZ,VASQUEZ,M,297.0,3.0,CASTELLANO,0
020410,ANCASH,CARHUAZ,TINCO,MOVIMIENTO ACCION NACIONALISTA PERUANO,ALCALDE DISTRITAL,SIMEON ALEJANDRO,RODRIGUEZ,ROJAS,M,253.0,1.0,CASTELLANO,0
020410,ANCASH,CARHUAZ,TINCO,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,BERNARDO PEPE,MAGUIÑA,YTA,M,248.0,4.0,CASTELLANO,0
020410,ANCASH,CARHUAZ,TINCO,UNION POR EL PERU,ALCALDE DISTRITAL,HERNAN AURELIANO,QUISPE,ANAYA,M,10.0,6.0,QUECHUA,0
020411,ANCASH,CARHUAZ,YUNGAR,MOVIMIENTO ACCION NACIONALISTA PERUANO,ALCALDE DISTRITAL,GILBERTO ELADIO,CONTRERAS,JULCA,M,629.0,2.0,CASTELLANO,1
020411,ANCASH,CARHUAZ,YUNGAR,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,HITLER GUESCLIN,ALBA,SANCHEZ,M,626.0,4.0,CASTELLANO,0
020411,ANCASH,CARHUAZ,YUNGAR,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,ALEJANDRO,GIRALDO,GIRALDO,M,481.0,1.0,CASTELLANO,0
020411,ANCASH,CARHUAZ,YUNGAR,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,ANDRES FRANCISCO,AMBROCIO,RIMAC,M,123.0,3.0,CASTELLANO,0
020502,ANCASH,CASMA,BUENA VISTA ALTA,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,TOMAS MARCELO,POLO,AGAPE,M,565.0,5.0,CASTELLANO,1
020502,ANCASH,CASMA,BUENA VISTA ALTA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,JAIME PHILIP,ESTRADA,SALINAS,M,543.0,1.0,CASTELLANO,0
020502,ANCASH,CASMA,BUENA VISTA ALTA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,MAXIMO PEDRO,VARGAS,CUTAMANCA,M,446.0,8.0,CASTELLANO,0
020502,ANCASH,CASMA,BUENA VISTA ALTA,MOVIMIENTO REGIONAL ANDE - MAR,ALCALDE DISTRITAL,MAGNO EUSEBIO,JOAQUIN,HUAMAN,M,240.0,6.0,CASTELLANO,0
020502,ANCASH,CASMA,BUENA VISTA ALTA,SIEMPRE UNIDOS,ALCALDE DISTRITAL,JOSE LUIS,LLANTO,YUPANQUI,M,184.0,10.0,CASTELLANO,0
020502,ANCASH,CASMA,BUENA VISTA ALTA,MOVIMIENTO INDEPENDIENTE REGIONAL PURO ANCASH,ALCALDE DISTRITAL,ELOY CARLOS,JULCA,ANGELES,M,177.0,4.0,CASTELLANO,0
020502,ANCASH,CASMA,BUENA VISTA ALTA,UNION POR EL PERU,ALCALDE DISTRITAL,DOMICIANO LEONCIO,MORENO,UTUSH,M,64.0,12.0,CASTELLANO,0
020502,ANCASH,CASMA,BUENA VISTA ALTA,PARTIDO HUMANISTA PERUANO,ALCALDE DISTRITAL,EDWIN YURI,RAMIREZ,GUERRERO,M,59.0,9.0,CASTELLANO,0
020502,ANCASH,CASMA,BUENA VISTA ALTA,JUNTOS POR EL CAMBIO,ALCALDE DISTRITAL,ROLANDO ROMULO,VARGAS,PASTOR,M,36.0,2.0,CASTELLANO,0
020502,ANCASH,CASMA,BUENA VISTA ALTA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,DIOGENES,QUISPE,QUIROZ,M,36.0,7.0,QUECHUA,0
020502,ANCASH,CASMA,BUENA VISTA ALTA,MOVIMIENTO ACCION NACIONALISTA PERUANO,ALCALDE DISTRITAL,PEDRO ALFONSO,JARA,CHILENO,M,20.0,3.0,CASTELLANO,0
020502,ANCASH,CASMA,BUENA VISTA ALTA,UNION NACIONALISTA ANCASHINA,ALCALDE DISTRITAL,JULIO RAUL,MEJIA,MEZARINA,M,11.0,11.0,CASTELLANO,0
020503,ANCASH,CASMA,COMANDANTE NOEL,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,MARCO ANTONIO,RIVERO,HUERTAS,M,559.0,8.0,CASTELLANO,1
020503,ANCASH,CASMA,COMANDANTE NOEL,SIEMPRE UNIDOS,ALCALDE DISTRITAL,EMILIO ALEJANDRO,REYES,CORONACION,M,347.0,10.0,CASTELLANO,0
020503,ANCASH,CASMA,COMANDANTE NOEL,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,MARTHA YNES HUAYANEY,SALAS,DE VIVANCO,F,283.0,1.0,CASTELLANO,0
020503,ANCASH,CASMA,COMANDANTE NOEL,MOVIMIENTO REGIONAL EL MAICITO,ALCALDE DISTRITAL,MARLENI MIRIAM,MALDONADO,MORALES,F,88.0,6.0,CASTELLANO,0
020503,ANCASH,CASMA,COMANDANTE NOEL,MOVIMIENTO REGIONAL ANDE - MAR,ALCALDE DISTRITAL,HÉCTOR,CHERO,ADANAQUÉ,M,55.0,5.0,CASTELLANO,0
020503,ANCASH,CASMA,COMANDANTE NOEL,MOVIMIENTO INDEPENDIENTE REGIONAL PURO ANCASH,ALCALDE DISTRITAL,OSCAR EDUARDO,BENITES,BENITES,M,37.0,4.0,CASTELLANO,0
020503,ANCASH,CASMA,COMANDANTE NOEL,MOVIMIENTO ACCION NACIONALISTA PERUANO,ALCALDE DISTRITAL,JESUS ERNESTO,CHINCHA,SANCHEZ,M,31.0,3.0,CASTELLANO,0
020503,ANCASH,CASMA,COMANDANTE NOEL,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,RAUL LEONIDES,COBOS,HUAMANCHUMO,M,27.0,7.0,CASTELLANO,0
020503,ANCASH,CASMA,COMANDANTE NOEL,PARTIDO HUMANISTA PERUANO,ALCALDE DISTRITAL,AUGUSTO,VILCHEZ,ANASTACIO,M,15.0,9.0,CASTELLANO,0
020503,ANCASH,CASMA,COMANDANTE NOEL,UNION NACIONALISTA ANCASHINA,ALCALDE DISTRITAL,JUAN CARLOS,CRUZ,LACHIRA,M,5.0,11.0,CASTELLANO,0
020503,ANCASH,CASMA,COMANDANTE NOEL,JUNTOS POR EL CAMBIO,ALCALDE DISTRITAL,JUAN AGUSTIN,SILVA,VILLANUEVA,M,4.0,2.0,CASTELLANO,0
020505,ANCASH,CASMA,YAUTAN,MOVIMIENTO INDEPENDIENTE REGIONAL PURO ANCASH,ALCALDE DISTRITAL,JOSE LUIS DEL,CARPIO,MELGAREJO,M,1482.0,4.0,CASTELLANO,1
020505,ANCASH,CASMA,YAUTAN,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,NICOLAS MULLER,GARCIA,BOBADILLA,M,1302.0,1.0,CASTELLANO,0
020505,ANCASH,CASMA,YAUTAN,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,SANTIAGO,HUAYNACAQUI,CARRION,M,1115.0,5.0,CASTELLANO,0
020505,ANCASH,CASMA,YAUTAN,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,JHOYSI YANINA,PINTO,MARAVI,F,153.0,7.0,EXTRANJERO,0
020505,ANCASH,CASMA,YAUTAN,PARTIDO HUMANISTA PERUANO,ALCALDE DISTRITAL,JAVIER EDILBERTO,CHINCHAY,LAUYA,M,52.0,8.0,CASTELLANO,0
020505,ANCASH,CASMA,YAUTAN,JUNTOS POR EL CAMBIO,ALCALDE DISTRITAL,ANTONIO ROMULO,MORALES,TARAZONA,M,27.0,2.0,CASTELLANO,0
020505,ANCASH,CASMA,YAUTAN,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,TEODOSIO FELIX,LEON,CERNA,M,17.0,6.0,CASTELLANO,0
020505,ANCASH,CASMA,YAUTAN,SIEMPRE UNIDOS,ALCALDE DISTRITAL,IDELBERTO,SARAGOSA,BAUTISTA,M,14.0,9.0,CASTELLANO,0
020505,ANCASH,CASMA,YAUTAN,MOVIMIENTO ACCION NACIONALISTA PERUANO,ALCALDE DISTRITAL,JULIO BERNAL,CUISANO,LEYVA,M,12.0,3.0,CASTELLANO,0
020505,ANCASH,CASMA,YAUTAN,UNION NACIONALISTA ANCASHINA,ALCALDE DISTRITAL,HUGO ERNESTO,SANCHEZ,LEON,M,8.0,10.0,CASTELLANO,0
020602,ANCASH,CORONGO,ACO,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,CARLOS EDUARDO,MIGUEL,RONDAN,M,184.0,2.0,CASTELLANO,1
020602,ANCASH,CORONGO,ACO,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,EUSTAQUIO,SANCHEZ,ASENCIO,M,149.0,1.0,CASTELLANO,0
020603,ANCASH,CORONGO,BAMBAS,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,JUSTO EDGAR,NUÑOVERO,FAJARDO,M,87.0,4.0,CASTELLANO,1
020603,ANCASH,CORONGO,BAMBAS,JUNTOS POR EL CAMBIO,ALCALDE DISTRITAL,JAIRZINHO WILMER,ARENAS,RAMOS,M,85.0,2.0,CASTELLANO,0
020603,ANCASH,CORONGO,BAMBAS,MOVIMIENTO ACCION NACIONALISTA PERUANO,ALCALDE DISTRITAL,LUIS,ALVAREZ,ROLDAN,M,57.0,3.0,CASTELLANO,0
020603,ANCASH,CORONGO,BAMBAS,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,ELIZABETH,DIAZ,SOTO,F,48.0,1.0,CASTELLANO,0
020603,ANCASH,CORONGO,BAMBAS,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,SISTO ARCANGEL,ACOSTA,HERVIAS,M,23.0,5.0,CASTELLANO,0
020604,ANCASH,CORONGO,CUSCA,MOVIMIENTO REGIONAL ANDE - MAR,ALCALDE DISTRITAL,ASCARIO WILMAN,PONCE,VELASQUEZ,M,688.0,2.0,AYMARA,1
020604,ANCASH,CORONGO,CUSCA,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,NILTON WILDER,CASTILLO,ROSALES,M,557.0,1.0,CASTELLANO,0
020604,ANCASH,CORONGO,CUSCA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,RAUL,CORDOVA,DOMINGUEZ,M,280.0,3.0,CASTELLANO,0
020605,ANCASH,CORONGO,LA PAMPA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,BERNARDO,CAMPOS,INFANTES,M,310.0,1.0,CASTELLANO,1
020605,ANCASH,CORONGO,LA PAMPA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,EUSEBIO ANICETO,MINAYA,MENDEZ,M,262.0,3.0,CASTELLANO,0
020605,ANCASH,CORONGO,LA PAMPA,JUNTOS POR EL CAMBIO,ALCALDE DISTRITAL,ROMEO ARTURO,ROLDAN,CHAVEZ,M,54.0,2.0,CASTELLANO,0
020605,ANCASH,CORONGO,LA PAMPA,SIEMPRE UNIDOS,ALCALDE DISTRITAL,GENCIANO WALTER,MARREROS,ARANDA,M,39.0,4.0,CASTELLANO,0
020606,ANCASH,CORONGO,YANAC,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,CAMILO SANDINO,PINEDO,ALEJOS,M,283.0,3.0,CASTELLANO,1
020606,ANCASH,CORONGO,YANAC,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,ERNESTO DANIEL,BARRIONUEVO,ACUÑA,M,99.0,1.0,CASTELLANO,0
020606,ANCASH,CORONGO,YANAC,MOVIMIENTO REGIONAL ANDE - MAR,ALCALDE DISTRITAL,ROSA MARUJA,DIAZ,SOTO,F,69.0,2.0,CASTELLANO,0
020607,ANCASH,CORONGO,YUPAN,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,EUSEBIO AUGUSTO,FAJARDO,RAMIREZ,M,158.0,1.0,CASTELLANO,1
020607,ANCASH,CORONGO,YUPAN,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,MANUEL IGNACIO,TURRIATE,ALMENDRAS,M,123.0,2.0,CASTELLANO,0
020702,ANCASH,HUAYLAS,HUALLANCA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,FRANK CLAY,QUIJANDRIA,NOLASCO,M,187.0,2.0,CASTELLANO,1
020702,ANCASH,HUAYLAS,HUALLANCA,MOVIMIENTO REGIONAL EL MAICITO,ALCALDE DISTRITAL,RICHARD VICENTE,RUELAS,MATTOS,M,158.0,6.0,CASTELLANO,0
020702,ANCASH,HUAYLAS,HUALLANCA,JUNTOS POR EL CAMBIO,ALCALDE DISTRITAL,JESUS MANUEL,NUÑEZ,JAUREGUI,M,136.0,3.0,CASTELLANO,0
020702,ANCASH,HUAYLAS,HUALLANCA,MOVIMIENTO ACCION NACIONALISTA PERUANO,ALCALDE DISTRITAL,ZENOBIO GENARO,LEON,ROJAS,M,86.0,4.0,CASTELLANO,0
020702,ANCASH,HUAYLAS,HUALLANCA,ALIANZA HORA CERO FUERZA POPULAR,ALCALDE DISTRITAL,LILIA ESTHER ZAVALETA,VDA,DE RAMOS,F,49.0,1.0,CASTELLANO,0
020702,ANCASH,HUAYLAS,HUALLANCA,MOVIMIENTO REGIONAL ANDE - MAR,ALCALDE DISTRITAL,VICTORIA BEATRIZ,CADILLO,SANCHEZ,F,18.0,5.0,CASTELLANO,0
020702,ANCASH,HUAYLAS,HUALLANCA,UNION POR EL PERU,ALCALDE DISTRITAL,NILTON IVAN,LAURENCIO,JARA,M,11.0,7.0,CASTELLANO,0
020703,ANCASH,HUAYLAS,HUATA,UNION POR EL PERU,ALCALDE DISTRITAL,ISAAC GERMAN,LUNA,CARRASCO,M,275.0,7.0,CASTELLANO,1
020703,ANCASH,HUAYLAS,HUATA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,JAVIER JALI,MORALES,MEJIA,M,147.0,2.0,CASTELLANO,0
020703,ANCASH,HUAYLAS,HUATA,MOVIMIENTO REGIONAL ANDE - MAR,ALCALDE DISTRITAL,TEODOSIO DONAYRE,RAMOS,PARI,M,134.0,5.0,QUECHUA,0
020703,ANCASH,HUAYLAS,HUATA,MOVIMIENTO REGIONAL EL MAICITO,ALCALDE DISTRITAL,ELSA EDITH,TAMARA,HUETE,F,111.0,6.0,CASTELLANO,0
020703,ANCASH,HUAYLAS,HUATA,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,EUSEBIO ANICETO,SANCHEZ,SANCHEZ,M,98.0,4.0,CASTELLANO,0
020703,ANCASH,HUAYLAS,HUATA,ALIANZA HORA CERO FUERZA POPULAR,ALCALDE DISTRITAL,EDWIN HUGO,ANGELES,ANGELES,M,38.0,1.0,CASTELLANO,0
020703,ANCASH,HUAYLAS,HUATA,JUNTOS POR EL CAMBIO,ALCALDE DISTRITAL,JOSE GREGORIO,TAMARA,VILCARINO,M,36.0,3.0,CASTELLANO,0
020704,ANCASH,HUAYLAS,HUAYLAS,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,JOSE FELIPE,ESPINOZA,CABALLERO,M,663.0,3.0,CASTELLANO,1
020704,ANCASH,HUAYLAS,HUAYLAS,ACCION POPULAR,ALCALDE DISTRITAL,ANIVAL MARINO,RAMOS,ACOSTA,M,202.0,1.0,QUECHUA,0
020704,ANCASH,HUAYLAS,HUAYLAS,MOVIMIENTO ACCION NACIONALISTA PERUANO,ALCALDE DISTRITAL,JORGE WILFREDO,ARELLAN,PEREZ,M,116.0,2.0,CASTELLANO,0
020704,ANCASH,HUAYLAS,HUAYLAS,UNION POR EL PERU,ALCALDE DISTRITAL,JAIME TOLENTINO,CARRANZA,VEGA,M,30.0,4.0,CASTELLANO,0
020705,ANCASH,HUAYLAS,MATO,MOVIMIENTO REGIONAL ANDE - MAR,ALCALDE DISTRITAL,CARLOS ALBERTO,CRUZATE,RONDAN,M,440.0,6.0,CASTELLANO,1
020705,ANCASH,HUAYLAS,MATO,UNION POR EL PERU,ALCALDE DISTRITAL,CRISANTO,REYES,TOLENTINO,M,259.0,8.0,CASTELLANO,0
020705,ANCASH,HUAYLAS,MATO,JUNTOS POR EL CAMBIO,ALCALDE DISTRITAL,GILVER KENNEDY,CALLAN,LUNA,M,208.0,3.0,CASTELLANO,0
020705,ANCASH,HUAYLAS,MATO,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,PEDRO ANTONIO,CASTRO,MONTAÑEZ,M,91.0,5.0,CASTELLANO,0
020705,ANCASH,HUAYLAS,MATO,MOVIMIENTO ACCION NACIONALISTA PERUANO,ALCALDE DISTRITAL,EDILBERTO JOSE,GARCIA,HUAMAN,M,78.0,4.0,CASTELLANO,0
020705,ANCASH,HUAYLAS,MATO,SIEMPRE UNIDOS,ALCALDE DISTRITAL,GIRALDO JUAN,RONDAN,MARTINEZ,M,65.0,7.0,CASTELLANO,0
020705,ANCASH,HUAYLAS,MATO,ACCION POPULAR,ALCALDE DISTRITAL,ROJER FILIBERTO,MILLA,SANTILLAN,M,41.0,1.0,CASTELLANO,0
020705,ANCASH,HUAYLAS,MATO,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,MIGUEL ANGEL,SANTE,VELASQUEZ,M,28.0,2.0,CASTELLANO,0
020706,ANCASH,HUAYLAS,PAMPAROMAS,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,ADRIAN EUGENIO,PALMADERA,MILLA,M,1384.0,3.0,CASTELLANO,1
020706,ANCASH,HUAYLAS,PAMPAROMAS,ALIANZA HORA CERO FUERZA POPULAR,ALCALDE DISTRITAL,PABLO SANTOS,BARAHONA,MILLA,M,723.0,2.0,CASTELLANO,0
020706,ANCASH,HUAYLAS,PAMPAROMAS,MOVIMIENTO REGIONAL EL MAICITO,ALCALDE DISTRITAL,ENRIQUE BILDO,CABALLERO,SENOZAIN,M,466.0,7.0,CASTELLANO,0
020706,ANCASH,HUAYLAS,PAMPAROMAS,MOVIMIENTO ACCION NACIONALISTA PERUANO,ALCALDE DISTRITAL,VIDAL TORIBIO,MILLA,LLANTO,M,383.0,5.0,CASTELLANO,0
020706,ANCASH,HUAYLAS,PAMPAROMAS,UNION POR EL PERU,ALCALDE DISTRITAL,GUILLERMO PROSPERO,PALMADERA,CHACHAZ,M,325.0,9.0,CASTELLANO,0
020706,ANCASH,HUAYLAS,PAMPAROMAS,ACCION POPULAR,ALCALDE DISTRITAL,MARCO ANTONIO,BRAVO,CAPA,M,143.0,1.0,CASTELLANO,0
020706,ANCASH,HUAYLAS,PAMPAROMAS,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,WINSLEY AREBALO,RAMOS,GONZALES,M,117.0,6.0,QUECHUA,0
020706,ANCASH,HUAYLAS,PAMPAROMAS,UNION NACIONALISTA ANCASHINA,ALCALDE DISTRITAL,BRAULIO TEODORO,RODRIGUEZ,MILLA,M,88.0,8.0,CASTELLANO,0
020706,ANCASH,HUAYLAS,PAMPAROMAS,DEMOCRACIA DIRECTA,ALCALDE DISTRITAL,ALFONZO RODRIGO,ALEGRE,MILLA,M,1.0,4.0,CASTELLANO,0
020707,ANCASH,HUAYLAS,PUEBLO LIBRE,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,FAUSTINO FIDEL,MILLA,IBAÑEZ,M,816.0,7.0,CASTELLANO,1
020707,ANCASH,HUAYLAS,PUEBLO LIBRE,MOVIMIENTO REGIONAL EL MAICITO,ALCALDE DISTRITAL,LUIS VICENTE,MILLA,ALBA,M,642.0,9.0,CASTELLANO,0
020707,ANCASH,HUAYLAS,PUEBLO LIBRE,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,PAUL CRISTIAN,DIAZ,VASQUEZ,M,482.0,3.0,CASTELLANO,0
020707,ANCASH,HUAYLAS,PUEBLO LIBRE,MOVIMIENTO REGIONAL ANDE - MAR,ALCALDE DISTRITAL,EMILIO AUBERTO,JUSTO,RONDAN,M,445.0,8.0,CASTELLANO,0
020707,ANCASH,HUAYLAS,PUEBLO LIBRE,ACCION POPULAR,ALCALDE DISTRITAL,HERNAN MARINO,MENDEZ,JARA,M,375.0,1.0,CASTELLANO,0
020707,ANCASH,HUAYLAS,PUEBLO LIBRE,UNION POR EL PERU,ALCALDE DISTRITAL,EDUARDO GABRIEL,ALEGRE,NEPONOCENO,M,274.0,13.0,CASTELLANO,0
020707,ANCASH,HUAYLAS,PUEBLO LIBRE,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,JHONATAN DEYVI,ALEGRE,ANGELES,M,212.0,10.0,CASTELLANO,0
020707,ANCASH,HUAYLAS,PUEBLO LIBRE,MOVIMIENTO INDEPENDIENTE REGIONAL PURO ANCASH,ALCALDE DISTRITAL,ISRAEL ROLANDO,BRONCANO,IBAÑEZ,M,209.0,6.0,CASTELLANO,0
020707,ANCASH,HUAYLAS,PUEBLO LIBRE,JUNTOS POR EL CAMBIO,ALCALDE DISTRITAL,CHARLY JESUS,GRANADOS,REGALADO,M,150.0,4.0,CASTELLANO,0
020707,ANCASH,HUAYLAS,PUEBLO LIBRE,RENOVACION ANCASHINA,ALCALDE DISTRITAL,WILDER SILVERIO,SANCHEZ,FABIAN,M,92.0,11.0,CASTELLANO,0
020707,ANCASH,HUAYLAS,PUEBLO LIBRE,UNION NACIONALISTA ANCASHINA,ALCALDE DISTRITAL,WILBER JUAN,FABIAN,REDUCIENDO,M,79.0,12.0,CASTELLANO,0
020707,ANCASH,HUAYLAS,PUEBLO LIBRE,ALIANZA HORA CERO FUERZA POPULAR,ALCALDE DISTRITAL,AGREPINO TEODORO,JARA,IBAÑEZ,M,74.0,2.0,CASTELLANO,0
020707,ANCASH,HUAYLAS,PUEBLO LIBRE,MOVIMIENTO ACCION NACIONALISTA PERUANO,ALCALDE DISTRITAL,EDMUNDO BENIGNO,VIDAL,GONZALES,M,65.0,5.0,CASTELLANO,0
020708,ANCASH,HUAYLAS,SANTA CRUZ,MOVIMIENTO ACCION NACIONALISTA PERUANO,ALCALDE DISTRITAL,ERNAN ELADIO,FLORES,SALAZAR,M,495.0,3.0,CASTELLANO,1
020708,ANCASH,HUAYLAS,SANTA CRUZ,UNION POR EL PERU,ALCALDE DISTRITAL,AMPELIO INOCENTE,CHAVEZ,CRISPIN,M,401.0,9.0,CASTELLANO,0
020708,ANCASH,HUAYLAS,SANTA CRUZ,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,GUSTAVO ODIEL,CHAVEZ,CRISPIN,M,284.0,5.0,CASTELLANO,0
020708,ANCASH,HUAYLAS,SANTA CRUZ,MOVIMIENTO REGIONAL ANDE - MAR,ALCALDE DISTRITAL,GUILLERMO LORENZO,ORO,SAENZ,M,163.0,6.0,CASTELLANO,0
020708,ANCASH,HUAYLAS,SANTA CRUZ,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,NATIVIDAD AUGUSTO,ALBA,ALEGRE,F,148.0,1.0,CASTELLANO,0
020708,ANCASH,HUAYLAS,SANTA CRUZ,RENOVACION ANCASHINA,ALCALDE DISTRITAL,EDWIN NILTON,PAJUELO,ASENCIO,M,137.0,8.0,CASTELLANO,0
020708,ANCASH,HUAYLAS,SANTA CRUZ,JUNTOS POR EL CAMBIO,ALCALDE DISTRITAL,AMPELIO GERONIMO,ECHEVARRIA,PAULINO,M,116.0,2.0,CASTELLANO,0
020708,ANCASH,HUAYLAS,SANTA CRUZ,MOVIMIENTO REGIONAL EL MAICITO,ALCALDE DISTRITAL,CIRO WALTER,MALLQUI,MILLA,M,97.0,7.0,CASTELLANO,0
020708,ANCASH,HUAYLAS,SANTA CRUZ,MOVIMIENTO INDEPENDIENTE REGIONAL PURO ANCASH,ALCALDE DISTRITAL,WILFREDO EUCEBIO,MERES,CANO,M,6.0,4.0,CASTELLANO,0
020709,ANCASH,HUAYLAS,YURACMARCA,MOVIMIENTO ACCION NACIONALISTA PERUANO,ALCALDE DISTRITAL,PABLO PEDRO,LOPEZ,PAULINO,M,428.0,2.0,CASTELLANO,1
020709,ANCASH,HUAYLAS,YURACMARCA,MOVIMIENTO REGIONAL EL MAICITO,ALCALDE DISTRITAL,CARLOS RAUL,HERNANDEZ,COTTOS,M,419.0,5.0,CASTELLANO,0
020709,ANCASH,HUAYLAS,YURACMARCA,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,ALCALDE DISTRITAL,WILSON,NUÑEZ,SANTOS,M,243.0,3.0,CASTELLANO,0
020709,ANCASH,HUAYLAS,YURACMARCA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,JAIME EUSEBIO,PONCE,PAJUELO,M,55.0,1.0,AYMARA,0
020709,ANCASH,HUAYLAS,YURACMARCA,MOVIMIENTO REGIONAL ANDE - MAR,ALCALDE DISTRITAL,DAVID ZACARIAS,FLORES,ROMERO,M,7.0,4.0,CASTELLANO,0
020710,ANCASH,HUAYLAS,SANTO TORIBIO,MOVIMIENTO ACCION NACIONALISTA PERUANO,ALCALDE DISTRITAL,YURI WALTER,LOARTE,ARTEAGA,M,184.0,3.0,CASTELLANO,1
020710,ANCASH,HUAYLAS,SANTO TORIBIO,UNION POR EL PERU,ALCALDE DISTRITAL,ALVARO CAIRO,PEREZ,REYES,M,148.0,6.0,CASTELLANO,0
020710,ANCASH,HUAYLAS,SANTO TORIBIO,MOVIMIENTO REGIONAL EL MAICITO,ALCALDE DISTRITAL,JULIO PIOQUINTO,MORALES,ACOSTA,M,121.0,4.0,CASTELLANO,0
020710,ANCASH,HUAYLAS,SANTO TORIBIO,SIEMPRE UNIDOS,ALCALDE DISTRITAL,PABLO FELIX,JULCA,CARRANZA,M,60.0,5.0,CASTELLANO,0
020710,ANCASH,HUAYLAS,SANTO TORIBIO,ACCION POPULAR,ALCALDE DISTRITAL,HERBERT,AGUIRRE,COTOS,M,58.0,1.0,CASTELLANO,0
020710,ANCASH,HUAYLAS,SANTO TORIBIO,ALIANZA HORA CERO FUERZA POPULAR,ALCALDE DISTRITAL,MANUEL BRAULIO,MENDOZA,HUETE,M,36.0,2.0,CASTELLANO,0
